Class::Test,TarUtils:55, TarUtils:65, TarUtils:67, TarUtils:107, TarUtils:111, TarUtils:116, TarUtils:117, TarUtils:129, TarUtils:133, TarUtils:138, TarUtils:141, TarUtils:172, TarUtils:175, TarUtils:176, TarUtils:185, TarUtils:192, TarUtils:195, TarUtils:200, TarUtils:210, TarUtils:214, TarUtils:220, TarUtils:234, TarUtils:295, TarUtils:296, TarUtils:300, TarUtils:360, TarUtils:367, TarUtils:387, TarUtils:391, TarUtils:397, TarUtils:403, TarUtils:478, TarUtils:480, TarUtils:481, TarUtils:485, TarUtils:490, TarUtils:500, TarUtils:504, TarUtils:509, TarUtils:524, TarUtils:525, TarUtils:564, TarUtils:612, TarUtils:614, TarUtils:615, TarUtils:617, TarUtils:626, 
RegressionTest3::test1941, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1942, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1943, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1944, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1945, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1946, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,
RegressionTest3::test1947, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1948, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1949, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1950, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1951, 1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1952, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1953, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1954, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1955, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1956, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1957, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1958, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1959, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1960, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1961, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1962, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1963, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1964, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1965, 1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1966, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1967, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1968, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1969, 1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1970, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1971, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1972, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1973, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1974, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1975, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1976, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1977, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1978, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1979, 1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1980, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1981, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1982, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,
RegressionTest3::test1983, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,
RegressionTest3::test1984, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1985, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1986, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1987, 1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1988, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1989, 0,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1990, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1991, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1992, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1993, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1994, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1995, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test1996, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1997, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest3::test1998, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1999, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest3::test2000, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2001, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2002, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2003, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2004, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2005, 1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2006, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2007, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2008, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2009, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2010, 1,1,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2011, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest4::test2012, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2013, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2014, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2015, 0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2016, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2017, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest4::test2018, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2019, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2020, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2021, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2022, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2023, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2024, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2025, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2026, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2027, 1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2028, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2029, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2030, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2031, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2032, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2033, 0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2034, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2035, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2036, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2037, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2038, 0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2039, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2040, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,
RegressionTest4::test2041, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2042, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2043, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2044, 1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2045, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2046, 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2047, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2048, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2049, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2050, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2051, 1,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
RegressionTest4::test2052, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,
RegressionTest4::test2053, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0.5,
