Class::Test,Lexer:69, Lexer:90, Lexer:111, Lexer:121, Lexer:124, Lexer:136, Lexer:140, Lexer:149, Lexer:159, Lexer:166, Lexer:170, Lexer:174, Lexer:178, Lexer:182, 
RegressionTest3::test1782, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1783, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1784, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1785, 1,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,
RegressionTest3::test1786, 1,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,
RegressionTest3::test1787, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1788, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.5,
RegressionTest3::test1789, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,
RegressionTest3::test1790, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1791, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1792, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1793, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1794, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1795, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1796, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1797, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest3::test1798, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
RegressionTest3::test1799, 0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,
RegressionTest3::test1800, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,
RegressionTest3::test1801, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest3::test1802, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest3::test1803, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1804, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
RegressionTest3::test1805, 1,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,
RegressionTest3::test1806, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest3::test1807, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1808, 1,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest3::test1809, 0.5,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest3::test1810, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,
RegressionTest3::test1811, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1812, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest3::test1813, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1814, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1815, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest3::test1816, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1817, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest3::test1818, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1819, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1820, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,
RegressionTest3::test1821, 0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,
RegressionTest3::test1822, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1823, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1824, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest3::test1825, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,
RegressionTest3::test1826, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1827, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1828, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1829, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1830, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest3::test1831, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1832, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1833, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest3::test1834, 1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,
RegressionTest3::test1835, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,
RegressionTest3::test1836, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,
RegressionTest3::test1837, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,
RegressionTest3::test1838, 1,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,
RegressionTest3::test1839, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1840, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1841, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest3::test1842, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest3::test1843, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest3::test1844, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,
RegressionTest3::test1845, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1846, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1847, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,
RegressionTest3::test1848, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1849, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1850, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1851, 0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,1,0.5,1,0.5,0.5,
RegressionTest3::test1852, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1853, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1854, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest3::test1855, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1856, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest3::test1857, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1858, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest3::test1859, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,
RegressionTest3::test1860, 1,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest3::test1861, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest3::test1862, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1863, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1864, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1865, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest3::test1866, 0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest3::test1867, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1868, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1869, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1870, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1871, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1872, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,
RegressionTest3::test1873, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1874, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1875, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1876, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1877, 0.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,
RegressionTest3::test1878, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1879, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1880, 1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,
RegressionTest3::test1881, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest3::test1882, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1883, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,
RegressionTest3::test1884, 1,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest3::test1885, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest3::test1886, 0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,
RegressionTest3::test1887, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1888, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1889, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest3::test1890, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1891, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1892, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1893, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1894, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest3::test1895, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,
RegressionTest3::test1896, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,
RegressionTest3::test1897, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1898, 1,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,
RegressionTest3::test1899, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,
RegressionTest3::test1900, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0.5,
RegressionTest3::test1901, 0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,
RegressionTest3::test1902, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest3::test1903, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1904, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1905, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1906, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1907, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,
RegressionTest3::test1908, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,
RegressionTest3::test1909, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest3::test1910, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1911, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1912, 1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest3::test1913, 1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest3::test1914, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest3::test1915, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,
RegressionTest3::test1916, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest3::test1917, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1918, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1919, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest3::test1920, 1,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,
RegressionTest3::test1921, 1,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,
RegressionTest3::test1922, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1923, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1924, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1925, 1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,
RegressionTest3::test1926, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,
RegressionTest3::test1927, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,
RegressionTest3::test1928, 1,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,
RegressionTest3::test1929, 1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,
RegressionTest3::test1930, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1931, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1932, 1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,
RegressionTest3::test1933, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1934, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest3::test1935, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest3::test1936, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1937, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1938, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1939, 1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,
RegressionTest3::test1940, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1941, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest3::test1942, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest3::test1943, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest3::test1944, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1945, 1,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,
RegressionTest3::test1946, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest3::test1947, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1948, 1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,
RegressionTest3::test1949, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1950, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1951, 1,0,0,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1952, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1953, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1954, 1,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest3::test1955, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1956, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,
RegressionTest3::test1957, 1,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,
RegressionTest3::test1958, 1,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,
RegressionTest3::test1959, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1960, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest3::test1961, 1,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,
RegressionTest3::test1962, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1963, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1964, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest3::test1965, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest3::test1966, 1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1967, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1968, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,
RegressionTest3::test1969, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,
RegressionTest3::test1970, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1971, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1972, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1973, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1974, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,
RegressionTest3::test1975, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1976, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1977, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1978, 1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest3::test1979, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1980, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest3::test1981, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest3::test1982, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1983, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1984, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,
RegressionTest3::test1985, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest3::test1986, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1987, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,
RegressionTest3::test1988, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1989, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1990, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1991, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,
RegressionTest3::test1992, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test1993, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,
RegressionTest3::test1994, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest3::test1995, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,
RegressionTest3::test1996, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,
RegressionTest3::test1997, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest3::test1998, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest3::test1999, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest3::test2000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0501, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0502, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0503, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0504, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0505, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0506, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0507, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0508, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0509, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0510, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,
RegressionTest1::test0511, 1,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0.5,
RegressionTest1::test0512, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0513, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0514, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0515, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0516, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0517, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0518, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0519, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0520, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,
RegressionTest1::test0521, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,
RegressionTest1::test0522, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0523, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0524, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0525, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0526, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0527, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0528, 1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,
RegressionTest1::test0529, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0530, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0531, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0532, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0533, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0534, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test0535, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0536, 1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,
RegressionTest1::test0537, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0538, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0539, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0540, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0541, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0542, 1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0543, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0544, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0545, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0546, 1,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0,
RegressionTest1::test0547, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0548, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0549, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0550, 0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,
RegressionTest1::test0551, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0552, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0553, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0554, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,
RegressionTest1::test0555, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0556, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0557, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,
RegressionTest1::test0558, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0559, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0560, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest1::test0561, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0562, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
