Class::Test,Complex:102, Complex:103, Complex:104, Complex:116, Complex:119, Complex:122, Complex:123, Complex:129, Complex:158, Complex:175, Complex:197, Complex:249, Complex:255, Complex:259, Complex:263, Complex:285, Complex:288, Complex:291, Complex:292, Complex:300, Complex:304, Complex:308, Complex:312, Complex:340, Complex:343, Complex:345, Complex:348, Complex:363, Complex:439, Complex:442, Complex:443, Complex:444, Complex:445, Complex:462, Complex:465, Complex:466, Complex:481, Complex:484, Complex:485, Complex:486, Complex:501, Complex:529, Complex:546, Complex:569, Complex:593, Complex:617, Complex:658, Complex:698, Complex:739, Complex:784, Complex:862, Complex:902, Complex:945, Complex:949, Complex:954, Complex:1016, Complex:1019, Complex:1022, Complex:1067, Complex:1070, Complex:1073, Complex:1131, Complex:1138, Complex:1142, Complex:1154, Complex:1188, Complex:1189, Complex:1202, 
RegressionTest0::test204, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test205, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test206, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test207, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0,
RegressionTest0::test208, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test209, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0,
RegressionTest0::test210, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test211, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test212, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test213, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test214, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test215, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test216, 0.5,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test217, 0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test218, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test219, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test220, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,
RegressionTest0::test221, 0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test222, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test223, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test224, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test225, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test226, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test227, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0,
RegressionTest0::test228, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,
RegressionTest0::test229, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test230, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test231, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test232, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test233, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test234, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest0::test235, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test236, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test237, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,1,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0,
RegressionTest0::test238, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test239, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test240, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest0::test241, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test242, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test243, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test244, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test245, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test246, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test247, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test248, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0,
RegressionTest0::test249, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test250, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test251, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test252, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test253, 0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest0::test254, 0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test255, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test256, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,1,0.5,0.5,0,
RegressionTest0::test257, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test258, 0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,1,0.5,0.5,0,0,1,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test259, 0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test260, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test261, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test262, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test263, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test264, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test265, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test266, 0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test267, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test268, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test269, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest0::test270, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0.5,0.5,0,
RegressionTest0::test271, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,1,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test272, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test273, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,
RegressionTest0::test274, 0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.5,1,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,
RegressionTest0::test275, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
