Class::Test,DiscreteDistribution:92, DiscreteDistribution:95, DiscreteDistribution:125, DiscreteDistribution:126, DiscreteDistribution:127, DiscreteDistribution:144, DiscreteDistribution:160, DiscreteDistribution:162, DiscreteDistribution:182, DiscreteDistribution:189, 
RegressionTest0::test0291, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0292, 1,0.5,1,0.5,0.5,1,0,0,0.5,0,
RegressionTest0::test0293, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0294, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0295, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0296, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0297, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0298, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0299, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0300, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0301, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0302, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0303, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0304, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0305, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0306, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0307, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0308, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0309, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0310, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0311, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0312, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0313, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0314, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0315, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0316, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0317, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0318, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0319, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0320, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0321, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0322, 1,0.5,1,0.5,1,0,0,0,0,0,
RegressionTest0::test0323, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0324, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0325, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0326, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0327, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0328, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0329, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0330, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0331, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0332, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0333, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0334, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0335, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0336, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0337, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0338, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0339, 0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0340, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0341, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0342, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0343, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0344, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0345, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0346, 0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0347, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0348, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0349, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0350, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0351, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0352, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0353, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0354, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0355, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0356, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0357, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0358, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0359, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0360, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0361, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0362, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0363, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0364, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0365, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0366, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0367, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0368, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0369, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0370, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0371, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0372, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0373, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0374, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0375, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0376, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0377, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0378, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0379, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0380, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0381, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0382, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0383, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0384, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0385, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0386, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0387, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0388, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0389, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0390, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0391, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0392, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0393, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0394, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0395, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0396, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0397, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0398, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0399, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0400, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0401, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0402, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0403, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0404, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0405, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0406, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0407, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0408, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0409, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0410, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0411, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0412, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0413, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0414, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0415, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0416, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0417, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0418, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0419, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0420, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0421, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0422, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0423, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0424, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0425, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0426, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0427, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0428, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0429, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0430, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0431, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0432, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0433, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0434, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0435, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0436, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0437, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0438, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0439, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0440, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0441, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0442, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0443, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0444, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0445, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0446, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0447, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0448, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0449, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0450, 0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0451, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0452, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0453, 1,0.5,1,0.5,1,0,0,0,0,0,
RegressionTest0::test0454, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0455, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0456, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0457, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0458, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0459, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0460, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0461, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0462, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0463, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0464, 0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0465, 1,0.5,1,0.5,1,0,0,0,0,0,
RegressionTest0::test0466, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0467, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0468, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0469, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0470, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0471, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0472, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0473, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0474, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0475, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0476, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest0::test0477, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0478, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0479, 1,0.5,1,0.5,0.5,1,0,0,0.5,0,
RegressionTest0::test0480, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0481, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0482, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0483, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0484, 1,0.5,1,0.5,0.5,1,0,0,0.5,0,
RegressionTest0::test0485, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0486, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0487, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0488, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0489, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0490, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0491, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0492, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0493, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest0::test0494, 1,0.5,1,0.5,0.5,1,0,0,0.5,0.5,
RegressionTest0::test0495, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0496, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0497, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0498, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest0::test0499, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest0::test0500, 1,0.5,1,0.5,0.5,1,0,0,0,0,
DiscreteRealDistributionTest::testExceptions, 1,1,0,0,0,0,0,0,0,0,
DiscreteRealDistributionTest::testProbability, 1,0.5,1,0.5,1,0,0,0,0,0,
DiscreteRealDistributionTest::testDensity, 1,0.5,1,0.5,1,0,0,0,0,0,
DiscreteRealDistributionTest::testCumulativeProbability, 1,0.5,0,0,0,1,0,0,0,0,
DiscreteRealDistributionTest::testGetNumericalMean, 1,0.5,0,0,0,1,0,0,0,0,
DiscreteRealDistributionTest::testGetNumericalVariance, 1,0.5,0,0,0,1,0,0,0,0,
DiscreteRealDistributionTest::testGetSupportLowerBound, 1,0.5,0,0,0,1,0,0,0,0,
DiscreteRealDistributionTest::testGetSupportUpperBound, 1,0.5,0,0,0,1,0,0,0,0,
DiscreteRealDistributionTest::testIsSupportLowerBoundInclusive, 1,0.5,0,0,0,0,0,0,0,0,
DiscreteRealDistributionTest::testIsSupportUpperBoundInclusive, 1,0.5,0,0,0,0,0,0,0,0,
DiscreteRealDistributionTest::testIsSupportConnected, 1,0.5,0,0,0,0,0,0,0,0,
DiscreteRealDistributionTest::testSample, 1,0.5,0,0,0,1,0.5,1,0,0,
DiscreteRealDistributionTest::testIssue942, 1,0.5,0,0,0,0,0.5,1,0.5,1,
RegressionTest1::test0501, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0502, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0503, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0504, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0505, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0506, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0507, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0508, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0509, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0510, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0511, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0512, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0513, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0514, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0515, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0516, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0517, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0518, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0519, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0520, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0521, 1,0.5,1,0.5,0.5,1,0,0,0.5,0,
RegressionTest1::test0522, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0523, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0524, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest1::test0525, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0526, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0527, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0528, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0529, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0530, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0531, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0532, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0533, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0534, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0535, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0536, 1,0.5,1,0.5,0.5,1,0.5,1,1,1,
RegressionTest1::test0537, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0538, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0539, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0540, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0541, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0542, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0543, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0544, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0545, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0546, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0547, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0548, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0549, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest1::test0550, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0551, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0552, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0553, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0554, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0555, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0556, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest1::test0557, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0558, 0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0559, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0560, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0561, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0562, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0563, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0564, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0565, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0566, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0567, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0568, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0569, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0570, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0571, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0572, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0573, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0574, 0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0575, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0576, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0577, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0578, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0579, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0580, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0581, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0582, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0583, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0584, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0585, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0586, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0587, 1,0.5,1,0.5,1,0,0,0,0,0,
RegressionTest1::test0588, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0589, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0590, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0591, 1,0.5,1,0.5,0.5,1,0,0,0.5,0.5,
RegressionTest1::test0592, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0593, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0594, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0595, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0596, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0597, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0598, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0599, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0600, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0601, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0602, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0603, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0604, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0605, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0606, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0607, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0608, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0609, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0610, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0611, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0612, 1,0.5,1,0.5,0.5,1,0,0,0.5,0,
RegressionTest1::test0613, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0614, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0615, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0616, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0617, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0618, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0619, 1,0.5,1,0.5,1,0,0,0,0,0,
RegressionTest1::test0620, 1,0.5,1,0.5,1,1,0,0,0,0,
RegressionTest1::test0621, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0622, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0623, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0624, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0625, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0626, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0627, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0628, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0629, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0630, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0631, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0632, 1,0.5,0,0,0,1,0,0,0,0,
RegressionTest1::test0633, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0634, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0635, 1,0.5,1,0.5,0.5,1,0,0,0.5,0.5,
RegressionTest1::test0636, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0637, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0638, 1,0.5,1,0.5,0.5,1,0,0,0,0,
RegressionTest1::test0639, 1,0.5,0,0,0,0,0,0,0,0,
RegressionTest1::test0640, 1,0.5,0,0,0,0,0,0,0,0,
