:,DataUtilTest::discardsSpuriousByteOrderMark,DataUtilTest::shouldCorrectCharsetForDuplicateCharsetString,DataUtilTest::shouldNotThrowExceptionOnEmptyCharset,DataUtilTest::shouldReturnNullForIllegalCharsetNames,DataUtilTest::shouldSelectFirstCharsetOnWeirdMultileCharsetsInMetaTags,DataUtilTest::testCharset,DataUtilTest::testQuotedCharset,DataUtil_ESTest::test00,DataUtil_ESTest::test01,DataUtil_ESTest::test02,DataUtil_ESTest::test03,DataUtil_ESTest::test04,DataUtil_ESTest::test05,DataUtil_ESTest::test06,DataUtil_ESTest::test07,DataUtil_ESTest::test08,DataUtil_ESTest::test09,DataUtil_ESTest::test10,DataUtil_ESTest::test11,DataUtil_ESTest::test12,ParseTest::testBaidu,ParseTest::testBaiduVariant,ParseTest::testBinary,ParseTest::testBrokenHtml5CharsetWithASingleDoubleQuote,ParseTest::testGoogleSearchIpod,ParseTest::testHtml5Charset,ParseTest::testNewsHomepage,ParseTest::testNytArticle,ParseTest::testSmhBizArticle,ParseTest::testYahooArticle,ParseTest::testYahooJp,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,RegressionTest0::test154,RegressionTest0::test155,RegressionTest0::test156,RegressionTest0::test157,RegressionTest0::test158,RegressionTest0::test159,RegressionTest0::test160,RegressionTest0::test161,RegressionTest0::test162,RegressionTest0::test163,RegressionTest0::test164,RegressionTest0::test165,RegressionTest0::test166,RegressionTest0::test167,RegressionTest0::test168,RegressionTest0::test169,RegressionTest0::test170,RegressionTest0::test171,RegressionTest0::test172,RegressionTest0::test173,RegressionTest0::test174,RegressionTest0::test175,RegressionTest0::test176,RegressionTest0::test177,RegressionTest0::test178,RegressionTest0::test179,RegressionTest0::test180,RegressionTest0::test181,RegressionTest0::test182,RegressionTest0::test183,RegressionTest0::test184,RegressionTest0::test185,RegressionTest0::test186,RegressionTest0::test187,RegressionTest0::test188,RegressionTest0::test189,RegressionTest0::test190,RegressionTest0::test191,RegressionTest0::test192,RegressionTest0::test193,RegressionTest0::test194,RegressionTest0::test195,RegressionTest0::test196,RegressionTest0::test197,RegressionTest0::test198,RegressionTest0::test199,
RegressionTest0::test003 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test004 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test005 ,22,23,23,24,23,21,21,18,24,22,21,19,18,24,23,27,26,21,22,21,67,24,19,20,38,62,58,22,32,22,31,2,2,2,2,0,2,2,2,19,2,2,2,1,11,2,2,27,2,11,11,11,11,2,2,2,2,2,21,2,19,2,19,2,2,2,2,38,11,2,75,2,11,9,2,31,1,1,48,11,11,2,2,21,41,2,2,2,2,2,38,69,2,27,1,46,2,2,2,2,11,2,9,2,75,2,2,2,2,41,38,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,11,75,68,1,11,51,31,48,29,2,11,85,2,2,38,2,19,2,31,41,38,2,36,2,2,2,2,2,2,2,2,11,38,1,2,11,2,2,2,11,2,9,9,9,2,9,9,11,0,2,2,9,2,9,2,2,11,9,2,9,9,11,2,2,2,2,2,9,2,9,9,11,9,9,2,1,2,1,9,0,11,2,2,9,9,11,9,2,2,2,9,9,2,2,2,2,2,2,2,11,9,
RegressionTest0::test006 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,58,22,32,22,31,2,2,2,2,2,0,1,1,18,2,2,2,2,10,2,2,26,2,10,10,10,10,2,2,2,2,2,20,2,18,0,18,2,1,2,2,37,10,1,74,1,10,8,2,30,2,2,47,10,10,2,2,20,40,2,2,2,2,2,37,68,2,26,2,45,2,2,2,2,10,2,8,2,74,2,2,2,2,40,39,78,2,37,41,72,58,72,2,30,41,65,2,2,2,88,2,67,2,10,74,67,2,10,51,31,47,28,2,10,84,2,2,38,2,18,2,30,40,37,2,36,1,2,1,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,8,8,8,2,8,8,10,2,2,2,8,2,8,2,2,10,8,2,8,8,10,2,2,2,2,2,8,2,8,8,10,8,8,2,2,2,2,8,2,10,2,2,8,8,10,8,2,2,2,8,8,2,2,2,2,2,2,2,10,8,
RegressionTest0::test007 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,57,22,32,22,30,2,2,2,2,2,1,0,1,19,2,2,2,2,10,2,2,27,2,10,10,11,11,2,2,2,2,2,21,2,19,1,19,2,0,2,2,38,11,1,75,1,10,9,2,30,2,2,48,10,10,2,2,21,40,2,2,2,2,2,38,68,2,27,2,46,2,2,2,2,10,2,9,2,75,2,2,2,2,40,39,78,2,38,41,73,58,73,2,30,41,66,2,2,2,88,2,67,2,10,75,67,2,10,51,31,48,29,2,10,85,2,2,39,2,19,2,30,40,38,2,37,1,2,0,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,9,9,9,2,9,9,10,2,2,2,9,2,9,2,2,10,9,2,9,9,10,2,2,2,2,2,9,2,9,9,10,9,9,2,2,2,2,9,2,10,2,2,9,9,10,9,2,2,2,9,9,2,2,2,2,2,2,2,10,9,
RegressionTest0::test008 ,22,21,21,22,21,20,20,18,24,20,19,19,18,24,23,26,26,19,20,19,66,24,18,20,38,62,58,22,32,22,30,2,2,2,2,2,1,1,0,19,2,2,2,2,9,2,2,27,2,9,9,11,11,2,2,2,2,2,21,2,19,1,19,2,1,2,2,38,11,1,75,1,9,9,2,31,2,2,48,9,9,2,2,21,41,2,2,2,2,2,38,69,2,27,2,46,2,2,2,2,9,2,9,2,75,2,2,2,2,41,39,79,2,38,41,73,59,73,2,31,41,66,2,2,2,89,2,68,2,9,75,68,2,9,51,31,48,29,2,9,85,2,2,39,2,19,2,31,41,38,2,37,1,2,1,2,2,2,2,2,9,39,2,2,9,2,2,2,9,2,9,9,9,2,9,9,9,2,2,2,9,2,9,2,2,9,9,2,9,9,9,2,2,2,2,2,9,2,9,9,9,9,9,2,2,2,2,9,2,9,2,2,9,9,9,9,2,2,2,9,9,2,2,2,2,2,2,2,9,9,
RegressionTest0::test009 ,29,39,37,39,39,34,33,30,27,30,33,27,30,30,29,31,30,37,37,37,58,31,31,31,35,55,47,31,30,31,30,17,17,17,17,19,18,19,19,0,17,17,17,19,26,17,17,10,17,26,26,10,10,17,17,17,17,17,2,17,0,18,0,17,19,17,17,21,10,19,59,19,26,13,17,14,19,19,33,26,26,17,17,2,24,17,17,17,17,17,21,53,17,10,19,31,17,17,17,17,26,17,13,17,59,17,17,17,17,24,23,62,17,21,25,57,42,57,17,14,25,51,17,17,17,72,17,51,17,26,59,51,19,26,35,15,33,12,17,26,69,17,17,22,17,0,17,14,24,21,17,20,19,17,19,17,17,17,17,17,26,23,19,17,26,17,17,17,26,17,13,13,13,17,13,13,26,19,17,17,13,17,13,17,17,26,13,17,13,13,26,17,17,17,17,17,13,17,13,13,26,13,13,17,19,17,19,13,19,26,17,17,13,13,26,13,17,17,17,13,13,17,17,17,17,17,17,17,26,13,
RegressionTest0::test010 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test011 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test012 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test013 ,22,23,23,24,23,21,21,18,24,22,21,19,18,24,23,27,26,21,22,21,67,24,19,20,38,62,58,22,32,22,31,2,2,2,2,1,2,2,2,19,2,2,2,0,11,2,2,27,2,11,11,11,11,2,2,2,2,2,21,2,19,2,19,2,2,2,2,38,11,2,75,2,11,9,2,31,1,1,48,11,11,2,2,21,41,2,2,2,2,2,38,69,2,27,1,46,2,2,2,2,11,2,9,2,75,2,2,2,2,41,39,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,11,75,68,1,11,51,31,48,29,2,11,85,2,2,39,2,19,2,31,41,38,2,37,2,2,2,2,2,2,2,2,11,39,1,2,11,2,2,2,11,2,9,9,9,2,9,9,11,1,2,2,9,2,9,2,2,11,9,2,9,9,11,2,2,2,2,2,9,2,9,9,11,9,9,2,1,2,1,9,1,11,2,2,9,9,11,9,2,2,2,9,9,2,2,2,2,2,2,2,11,9,
RegressionTest0::test014 ,18,15,15,16,15,17,15,15,21,15,11,14,14,23,20,25,27,12,13,12,69,23,16,17,39,66,58,20,30,20,29,11,11,11,11,11,10,10,9,26,11,11,11,11,0,11,11,34,11,0,0,18,18,11,11,11,11,11,28,11,26,10,26,11,10,11,11,45,18,10,82,10,0,16,11,37,11,11,55,0,0,11,11,28,47,11,11,11,11,11,45,75,11,34,11,53,11,11,11,11,0,11,16,11,82,11,11,11,11,47,46,85,11,45,48,80,65,80,11,37,48,73,11,11,11,95,11,74,11,0,82,74,11,0,58,38,55,36,11,0,92,11,11,46,11,26,11,37,47,45,11,44,10,11,10,11,11,11,11,11,0,46,11,11,0,11,11,11,0,11,16,16,16,11,16,16,0,11,11,11,16,11,16,11,11,0,16,11,16,16,0,11,11,11,11,11,16,11,16,16,0,16,16,11,11,11,11,16,11,0,11,11,16,16,0,16,11,11,11,16,16,11,11,11,11,11,11,11,0,16,
RegressionTest0::test015 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test016 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test017 ,35,47,45,47,47,40,40,38,34,38,41,35,38,37,36,37,38,45,45,45,55,38,39,39,36,53,46,38,35,38,36,25,25,25,25,27,26,27,27,10,25,25,25,27,34,25,25,0,25,34,34,18,18,25,25,25,25,25,11,25,10,26,10,25,27,25,25,27,18,27,52,27,34,21,25,5,27,27,23,34,34,25,25,11,17,25,25,25,25,25,27,46,25,0,27,21,25,25,25,25,34,25,21,25,52,25,25,25,25,17,15,55,25,27,17,50,35,50,25,5,17,43,25,25,25,65,25,44,25,34,52,44,27,34,27,5,23,2,25,34,62,25,25,14,25,10,25,5,17,27,25,12,27,25,27,25,25,25,25,25,34,15,27,25,34,25,25,25,34,25,21,21,21,25,21,21,34,27,25,25,21,25,21,25,25,34,21,25,21,21,34,25,25,25,25,25,21,25,21,21,34,21,21,25,27,25,27,21,27,34,25,25,21,21,34,21,25,25,25,21,21,25,25,25,25,25,25,25,34,21,
RegressionTest0::test018 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test019 ,18,15,15,16,15,17,15,15,21,15,11,14,14,23,20,25,27,12,13,12,69,23,16,17,39,66,58,20,30,20,29,11,11,11,11,11,10,10,9,26,11,11,11,11,0,11,11,34,11,0,0,18,18,11,11,11,11,11,28,11,26,10,26,11,10,11,11,45,18,10,82,10,0,16,11,37,11,11,55,0,0,11,11,28,47,11,11,11,11,11,45,75,11,34,11,53,11,11,11,11,0,11,16,11,82,11,11,11,11,47,46,85,11,45,48,80,65,80,11,37,48,73,11,11,11,95,11,74,11,0,82,74,11,0,58,38,55,36,11,0,92,11,11,46,11,26,11,37,47,45,11,44,10,11,10,11,11,11,11,11,0,46,11,11,0,11,11,11,0,11,16,16,16,11,16,16,0,11,11,11,16,11,16,11,11,0,16,11,16,16,0,11,11,11,11,11,16,11,16,16,0,16,16,11,11,11,11,16,11,0,11,11,16,16,0,16,11,11,11,16,16,11,11,11,11,11,11,11,0,16,
RegressionTest0::test020 ,18,15,15,16,15,17,15,15,21,15,11,14,14,23,20,25,27,12,13,12,69,23,16,17,39,66,58,20,30,20,29,11,11,11,11,11,10,10,9,26,11,11,11,11,0,11,11,34,11,0,0,18,18,11,11,11,11,11,28,11,26,10,26,11,10,11,11,45,18,10,82,10,0,16,11,37,11,11,55,0,0,11,11,28,47,11,11,11,11,11,45,75,11,34,11,53,11,11,11,11,0,11,16,11,82,11,11,11,11,47,46,85,11,45,48,80,65,80,11,37,48,73,11,11,11,95,11,74,11,0,82,74,11,0,58,38,55,36,11,0,92,11,11,46,11,26,11,37,47,45,11,44,10,11,10,11,11,11,11,11,0,46,11,11,0,11,11,11,0,11,16,16,16,11,16,16,0,11,11,11,16,11,16,11,11,0,16,11,16,16,0,11,11,11,11,11,16,11,16,16,0,16,16,11,11,11,11,16,11,0,11,11,16,16,0,16,11,11,11,16,16,11,11,11,11,11,11,11,0,16,
RegressionTest0::test021 ,21,31,29,31,31,27,26,24,22,23,26,20,23,22,23,27,29,29,29,29,60,26,25,25,35,57,52,23,29,23,28,9,9,9,9,11,10,11,11,10,9,9,9,11,18,9,9,18,9,18,18,0,0,9,9,9,9,9,12,9,10,10,10,9,11,9,9,29,0,11,66,11,18,4,9,22,11,11,39,18,18,9,9,12,32,9,9,9,9,9,29,61,9,18,11,37,9,9,9,9,18,9,4,9,66,9,9,9,9,32,31,70,9,29,33,64,50,64,9,22,33,57,9,9,9,80,9,59,9,18,66,59,11,18,43,23,39,20,9,18,76,9,9,30,9,10,9,22,32,29,9,28,11,9,11,9,9,9,9,9,18,31,11,9,18,9,9,9,18,9,4,4,4,9,4,4,18,11,9,9,4,9,4,9,9,18,4,9,4,4,18,9,9,9,9,9,4,9,4,4,18,4,4,9,11,9,11,4,11,18,9,9,4,4,18,4,9,9,9,4,4,9,9,9,9,9,9,9,18,4,
RegressionTest0::test022 ,21,31,29,31,31,27,26,24,22,23,26,20,23,22,23,27,29,29,29,29,60,26,25,25,35,57,52,23,29,23,28,9,9,9,9,11,10,11,11,10,9,9,9,11,18,9,9,18,9,18,18,0,0,9,9,9,9,9,12,9,10,10,10,9,11,9,9,29,0,11,66,11,18,4,9,22,11,11,39,18,18,9,9,12,32,9,9,9,9,9,29,61,9,18,11,37,9,9,9,9,18,9,4,9,66,9,9,9,9,32,31,70,9,29,33,64,50,64,9,22,33,57,9,9,9,80,9,59,9,18,66,59,11,18,43,23,39,20,9,18,76,9,9,30,9,10,9,22,32,29,9,28,11,9,11,9,9,9,9,9,18,31,11,9,18,9,9,9,18,9,4,4,4,9,4,4,18,11,9,9,4,9,4,9,9,18,4,9,4,4,18,9,9,9,9,9,4,9,4,4,18,4,4,9,11,9,11,4,11,18,9,9,4,4,18,4,9,9,9,4,4,9,9,9,9,9,9,9,18,4,
RegressionTest0::test023 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test024 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test025 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
