Class::Test,CharacterReader:29, CharacterReader:33, CharacterReader:37, CharacterReader:64, CharacterReader:75, CharacterReader:87, CharacterReader:89, CharacterReader:90, CharacterReader:96, CharacterReader:107, CharacterReader:109, CharacterReader:120, CharacterReader:122, CharacterReader:132, CharacterReader:134, CharacterReader:143, CharacterReader:156, CharacterReader:160, CharacterReader:161, CharacterReader:168, CharacterReader:171, CharacterReader:175, CharacterReader:178, CharacterReader:182, CharacterReader:191, CharacterReader:203, 
RegressionTest7::test3739, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3740, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3741, 0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3742, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3743, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3744, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest7::test3745, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3746, 1,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3747, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3748, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3749, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3750, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3751, 1,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3752, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3753, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3754, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3755, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3756, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3757, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3758, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3759, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3760, 0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest7::test3761, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3762, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3763, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3764, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3765, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3766, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3767, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3768, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3769, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3770, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3771, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3772, 1,1,0,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3773, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3774, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3775, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3776, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3777, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3778, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3779, 1,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3780, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3781, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3782, 1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,
RegressionTest7::test3783, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3784, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3785, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3786, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,
RegressionTest7::test3787, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3788, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3789, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3790, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3791, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3792, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3793, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3794, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3795, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3796, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3797, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3798, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3799, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3800, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3801, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3802, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3803, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3804, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3805, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3806, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3807, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3808, 1,1,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3809, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3810, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3811, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3812, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3813, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3814, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3815, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3816, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3817, 0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3818, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3819, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3820, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3821, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0.5,0,
RegressionTest7::test3822, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3823, 1,1,0,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3824, 1,1,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,1,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3825, 1,1,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,1,0,0,
RegressionTest7::test3826, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3827, 1,0,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0.5,0,0,
RegressionTest7::test3828, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3829, 1,0.5,0,0,1,1,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,1,0.5,1,0,0,0.5,0.5,0,0,0,
RegressionTest7::test3830, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3831, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3832, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3833, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3834, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3835, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3836, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3837, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3838, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3839, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3840, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3841, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3842, 0.5,0.5,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3843, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3844, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3845, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3846, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3847, 1,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3848, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3849, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3850, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3851, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3852, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3853, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3854, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3855, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3856, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3857, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3858, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3859, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3860, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0.5,0,0,
RegressionTest7::test3861, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3862, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3863, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3864, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3865, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3866, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3867, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3868, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3869, 0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3870, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3871, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3872, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,1,0,0,0,0,1,0,0,
RegressionTest7::test3873, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3874, 0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest7::test3875, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3876, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3877, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3878, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3879, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3880, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3881, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3882, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3883, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3884, 0.5,0.5,0,0,0,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3885, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3886, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3887, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3888, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3889, 1,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3890, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3891, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3892, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3893, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3894, 0.5,0.5,0,0,0,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3895, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3896, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3897, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3898, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3899, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3900, 1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,
RegressionTest7::test3901, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3902, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3903, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3904, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3905, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3906, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3907, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3908, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest7::test3909, 0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0.5,0,
RegressionTest7::test3910, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3911, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3912, 0.5,0.5,0,0,0,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0.5,
RegressionTest7::test3913, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3914, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3915, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3916, 0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3917, 1,1,0.5,0.5,0,1,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest7::test3918, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest7::test3919, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest7::test3920, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3921, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest7::test3922, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3923, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest7::test3924, 0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,0.5,0,0,
