Class::Test,Cleaner:45, Cleaner:66, Cleaner:83, Cleaner:86, Cleaner:93, Cleaner:96, Cleaner:106, Cleaner:126, Cleaner:127, 
RegressionTest0::test348, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test349, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test350, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test351, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test352, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test353, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test354, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test355, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test356, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test357, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test358, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test359, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test360, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test361, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test362, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test363, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test364, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test365, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test366, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test367, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test368, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test369, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test370, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test371, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test372, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test373, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test374, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test375, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test376, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test377, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test378, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test379, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test380, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test381, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test382, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test383, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test384, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test385, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test386, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test387, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test388, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test389, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test390, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test391, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test392, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test393, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test394, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test395, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test396, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test397, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test398, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test399, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test400, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test401, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test402, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test403, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test404, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test405, 0,0,0,0,0,0,0,0,0,
RegressionTest0::test406, 0,0,0,0,0,0,0,0,0,
CleanerTest::simpleBehaviourTest , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 1 , 1 , 0.5 
CleanerTest::simpleBehaviourTest2 , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 , 0 
CleanerTest::basicBehaviourTest , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 1 , 1 , 1 
CleanerTest::basicWithImagesTest , 0.5 , 0 , 0.5 , 1 , 1 , 0 , 0.5 , 1 , 1 
CleanerTest::testRelaxed , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 , 0 
CleanerTest::testDropComments , 0.5 , 0 , 1 , 1 , 0.5 , 1 , 1 , 0.5 , 0 
CleanerTest::testDropXmlProc , 0.5 , 0 , 1 , 1 , 0.5 , 1 , 1 , 0.5 , 0 
CleanerTest::testDropScript , 0.5 , 0 , 1 , 0.5 , 1 , 0.5 , 0.5 , 0 , 0 
CleanerTest::testDropImageScript , 0.5 , 0 , 0.5 , 1 , 0.5 , 0 , 0.5 , 1 , 0.5 
CleanerTest::testCleanJavascriptHref , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 0.5 
CleanerTest::testDropsUnknownTags , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 1 , 0.5 , 0 
CleanerTest::testHandlesEmptyAttributes , 0.5 , 0 , 0.5 , 1 , 0.5 , 0 , 0.5 , 1 , 1 
CleanerTest::testIsValid , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 
CleanerTest::resolvesRelativeLinks , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 0.5 
CleanerTest::preservesRelativeLinksIfConfigured , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 1 
CleanerTest::dropsUnresolvableRelativeLinks , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 0.5 
CleanerTest::handlesCustomProtocols , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 1 
CleanerTest::handlesAllPseudoTag , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 1 
CleanerTest::addsTagOnAttributesIfNotSet , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 1 
CleanerTest::supplyOutputSettings , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 , 0 
CleanerTest::handlesFramesets , 1 , 0 , 0.5 , 0.5 , 1 , 0 , 0.5 , 0 , 0 
CleanerTest::cleansInternationalText , 0.5 , 0 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 
Cleaner_ESTest::test0 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 , 0.5 , 1 , 0.5 
Cleaner_ESTest::test1 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Cleaner_ESTest::test2 , 0 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 
Cleaner_ESTest::test3 , 0.5 , 0.5 , 0.5 , 1 , 1 , 0 , 0.5 , 0.5 , 0 
Cleaner_ESTest::test4 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 , 0.5 , 1 , 0.5 
