Class::Test,Cleaner:43, Cleaner:64, Cleaner:77, Cleaner:78, Cleaner:81, Cleaner:92, Cleaner:108, Cleaner:109, 
RegressionTest0::test050, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test051, 0,0,0,0,0,0,0,0,
RegressionTest0::test052, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test053, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test054, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test055, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test056, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test057, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test058, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test059, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test060, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test061, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test062, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test063, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test064, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test065, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test066, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test067, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test068, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test069, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test070, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test071, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test072, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test073, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test074, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test075, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test076, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test077, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test078, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test079, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test080, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test081, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test082, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test083, 0.5,0,1,1,0.5,0.5,0,0,
RegressionTest0::test084, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test085, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test086, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test087, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test088, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test089, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test090, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test091, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test092, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test093, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test094, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test095, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test096, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test097, 0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test098, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test099, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test100, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test101, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test102, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test103, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test104, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test105, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test106, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test107, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test108, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test109, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test110, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test111, 0,0,0,0,0,0,0,0,
RegressionTest0::test112, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test113, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test114, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test115, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test116, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test117, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test118, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test119, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test120, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test121, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test122, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test123, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test124, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test125, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test126, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test127, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test128, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test129, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test130, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test131, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test132, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test133, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test134, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test135, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test136, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test137, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test138, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test139, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test140, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test141, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test142, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test143, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test144, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test145, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test146, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test147, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test148, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test149, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test150, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test151, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test152, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test153, 0,0,0,0,0,0,0,0,
RegressionTest0::test154, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test155, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test156, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test157, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test158, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test159, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test160, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test161, 0,0,0,0,0,0,0,0,
RegressionTest0::test162, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test163, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test164, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test165, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test166, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test167, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test168, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test169, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test170, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test171, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test172, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test173, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test174, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test175, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test176, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test177, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test178, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test179, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test180, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test181, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test182, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test183, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test184, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test185, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test186, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test187, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test188, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test189, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test190, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test191, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test192, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test193, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test194, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test195, 0,0,0,0,0,0,0,0,
RegressionTest0::test196, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test197, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test198, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test199, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test200, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test201, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test202, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test203, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test204, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test205, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test206, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test207, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test208, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test209, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test210, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test211, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test212, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test213, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test214, 0.5,0,1,0.5,0,1,0,0,
RegressionTest0::test215, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test216, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test217, 1,0,1,0.5,0,0.5,0,0,
RegressionTest0::test218, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test219, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test220, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test221, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test222, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test223, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test224, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test225, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test226, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test227, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test228, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test229, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test230, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test231, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test232, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test233, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test234, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test235, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test236, 0,0,0,0,0,0,0,0,
RegressionTest0::test237, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test238, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test239, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test240, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test241, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test242, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test243, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test244, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test245, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test246, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test247, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test248, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test249, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test250, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test251, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test252, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test253, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test254, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test255, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test256, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test257, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test258, 0,0,0,0,0,0,0,0,
RegressionTest0::test259, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test260, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test261, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test262, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test263, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test264, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test265, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test266, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test267, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test268, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test269, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test270, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test271, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test272, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test273, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test274, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test275, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test276, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test277, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test278, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test279, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test280, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test281, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test282, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test283, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test284, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test285, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test286, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test287, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test288, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test289, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test290, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test291, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test292, 0,0,0,0,0,0,0,0,
RegressionTest0::test293, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test294, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test295, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test296, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test297, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test298, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test299, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test300, 0.5,0,1,1,0.5,0.5,0,0,
RegressionTest0::test301, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test302, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test303, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test304, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test305, 0.5,0,0,0,0,0,0,0,
RegressionTest0::test306, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test307, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test308, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test309, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test310, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test311, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test312, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test313, 0,0,0,0,0,0,0,0,
RegressionTest0::test314, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test315, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test316, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test317, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test318, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test319, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test320, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test321, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test322, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test323, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test324, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test325, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test326, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test327, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test328, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test329, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test330, 0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test331, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test332, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test333, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test334, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test335, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test336, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test337, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test338, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test339, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test340, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test341, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test342, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test343, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test344, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test345, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test346, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test347, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test348, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test349, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test350, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test351, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test352, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test353, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test354, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test355, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test356, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test357, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test358, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test359, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test360, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test361, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test362, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest0::test363, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test364, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test365, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test366, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test367, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test368, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test369, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test370, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test371, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test372, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test373, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test374, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test375, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test376, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test377, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test378, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test379, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test380, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test381, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test382, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test383, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test384, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test385, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test386, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test387, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test388, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test389, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test390, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test391, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test392, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test393, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test394, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test395, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test396, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test397, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test398, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test399, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test400, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test401, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test402, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test403, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test404, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test405, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test406, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test407, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test408, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test409, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test410, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test411, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test412, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test413, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test414, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test415, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test416, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test417, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test418, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test419, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test420, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test421, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test422, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test423, 0,0,0,0,0,0,0,0,
RegressionTest0::test424, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test425, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test426, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test427, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test428, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test429, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test430, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test431, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test432, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test433, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test434, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test435, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test436, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test437, 0.5,0,1,0.5,0,0.5,0,0,
